student_id,assignment_id,question_id,modality,rubric_type,ai_score_norm,human_score_norm,semantic_entropy,ai_confidence,disagreement,response_length_words,response_length_sentences,avg_sentence_length,lexical_diversity_ttr,has_evidence_marker,estimated_num_claims,code_length_lines,code_length_chars,num_functions,syntax_error,cyclomatic_complexity_proxy,chart_type,has_xlabel,has_ylabel,has_title,num_detected_transformations,num_visualizations_function_calls,audio_length_minutes,transcript_length_words,speaking_tempo_wpm,filler_word_count,filler_word_rate,star_situation_present,star_task_present,star_action_present,star_result_present,star_completeness_score,response_length_words_missing,response_length_sentences_missing,avg_sentence_length_missing,lexical_diversity_ttr_missing,has_evidence_marker_missing,estimated_num_claims_missing,code_length_lines_missing,code_length_chars_missing,num_functions_missing,syntax_error_missing,cyclomatic_complexity_proxy_missing,chart_type_missing,has_xlabel_missing,has_ylabel_missing,has_title_missing,num_detected_transformations_missing,num_visualizations_function_calls_missing,audio_length_minutes_missing,transcript_length_words_missing,speaking_tempo_wpm_missing,filler_word_count_missing,filler_word_rate_missing,star_situation_present_missing,star_task_present_missing,star_action_present_missing,star_result_present_missing,star_completeness_score_missing
Student_2,_Student_2__Week6_pset6_2,_Student_2__Week6_pset6_2,Programming,open_end_eda,0.569647,0.6875,0.0,0.814583,-0.117853,,,,,,,201.0,6580.0,1.0,0.0,4.0,scatter,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_1_part_2_colab,_Student_2__Week_1_part_2_colab,Programming,scaffolded_coding,1.0,0.460317,0.0,1.0,0.539683,,,,,,,146.0,3193.0,1.0,0.0,12.0,not_applicable,,,,,1.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_5_Pset1,_Student_2__Week_5_Pset1,Programming,open_end_eda,0.5731063666666666,0.85,0.4782099999999999,0.43807,-0.276894,,,,,,,881.0,27401.0,0.0,0.0,4.0,line,1.0,1.0,1.0,4.0,42.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_7_pset,_Student_2__Week_7_pset,Programming,open_end_eda,0.731482,0.5625,0.0,0.866667,0.168982,,,,,,,155.0,5403.0,0.0,0.0,2.0,line,1.0,1.0,1.0,2.0,9.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__week_1_part_1_colab,_Student_2__week_1_part_1_colab,Programming,scaffolded_coding,0.997601,0.944444,0.10416,0.849733,0.053157,,,,,,,243.0,4671.0,0.0,0.0,40.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__week_1_pset1,_Student_2__week_1_pset1,Programming,scaffolded_coding,0.633645,0.413889,0.118587,0.847654,0.219756,,,,,,,449.0,15790.0,7.0,0.0,55.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__week_2_part_1_colab,_Student_2__week_2_part_1_colab,Programming,scaffolded_coding,0.925,0.944444,0.323327,0.587704,-0.019444,,,,,,,235.0,5098.0,6.0,0.0,36.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__week_2_part_2_colab,_Student_2__week_2_part_2_colab,Programming,scaffolded_coding,0.21294,0.977778,0.438657,0.476353,-0.764838,,,,,,,235.0,5098.0,6.0,0.0,36.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__week_2_pset2,_Student_2__week_2_pset2,Programming,scaffolded_coding,0.869731,0.888889,0.30333,0.62216,-0.019158,,,,,,,415.0,13679.0,3.0,0.0,26.0,not_applicable,,,,,5.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week4_pset4_1,_Student_3__Week4_pset4_1,Programming,scaffolded_coding,0.780241,0.630952,0.387493,0.542177,0.149289,,,,,,,587.0,15653.0,0.0,1.0,0.0,not_applicable,,,,,4.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week6_Pset6_2,_Student_3__Week6_Pset6_2,Programming,open_end_eda,0.530695,0.6125,0.0,0.882222,-0.081805,,,,,,,47.0,1476.0,0.0,0.0,1.0,unknown,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week6_pset6_1,_Student_3__Week6_pset6_1,Programming,open_end_eda,0.180432,0.425,0.0,0.957778,-0.244568,,,,,,,249.0,6790.0,0.0,1.0,0.0,line,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week7_pset,_Student_3__Week7_pset,Programming,open_end_eda,0.620197,0.5625,0.449273,0.381515,0.057697,,,,,,,129.0,3019.0,0.0,0.0,1.0,line,1.0,1.0,1.0,0.0,7.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_5_Pset,_Student_3__Week_5_Pset,Programming,open_end_eda,0.2167968333333333,0.861111,0.5342433333333333,0.3502599999999999,-0.644314,,,,,,,782.0,25768.0,0.0,0.0,4.0,line,1.0,1.0,1.0,3.0,40.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_1_part_1_colab,_Student_3__week_1_part_1_colab,Programming,scaffolded_coding,0.950347,0.914141,0.287635,0.659478,0.036206,,,,,,,183.0,3482.0,0.0,0.0,26.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_1_part_2_colab,_Student_3__week_1_part_2_colab,Programming,scaffolded_coding,0.8245370333333334,0.912698,0.4801499999999999,0.3964366666666667,-0.088161,,,,,,,210.0,5019.0,3.0,0.0,21.0,not_applicable,,,,,1.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_1_pset_1,_Student_3__week_1_pset_1,Programming,scaffolded_coding,0.69627,0.469444,0.213093,0.730837,0.226826,,,,,,,333.0,13409.0,5.0,0.0,42.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_2_part_1_colab,_Student_3__week_2_part_1_colab,Programming,scaffolded_coding,0.851366,0.759259,0.362117,0.565328,0.092107,,,,,,,176.0,3925.0,3.0,0.0,34.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_2_part_2_colab,_Student_3__week_2_part_2_colab,Programming,scaffolded_coding,0.667778,0.088889,0.30467,0.634576,0.578889,,,,,,,132.0,2422.0,0.0,0.0,11.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__week_2_pset_2,_Student_3__week_2_pset_2,Programming,scaffolded_coding,0.844122,0.791667,0.370277,0.546577,0.052455,,,,,,,111.0,1769.0,0.0,0.0,14.0,not_applicable,,,,,0.0,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Journal_Entry_1,_Student_1__Journal_Entry_1,text,free_response,0.779362,0.92,0.286917,0.521652,-0.140638,492.0,30.0,16.4,0.4979674796747967,1.0,28.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Journal_Entry_2,_Student_1__Journal_Entry_2,text,free_response,0.8138021333333332,0.95,0.3985666666666667,0.4536066666666667,-0.136198,570.0,42.0,13.571428571428571,0.4614035087719298,1.0,32.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Journal_Entry_3,_Student_1__Journal_Entry_3,text,free_response,0.5820600333333334,0.866667,0.1745266666666666,0.6697400000000001,-0.284607,1031.0,55.0,18.745454545454542,0.4083414161008729,1.0,55.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Pset_3,_Student_1__Pset_3,text,free_response,0.438106,0.4875,0.322377,0.462793,-0.049394,284.0,27.0,10.51851851851852,0.6091549295774648,0.0,18.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_4_Journal_Entry_,_Student_1__Week_4_Journal_Entry_,text,free_response,0.1400926666666667,0.45625,0.6555200000000002,0.2427866666666666,-0.316157,890.0,116.0,7.672413793103448,0.3719101123595505,0.0,81.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_6_Journal_Entry,_Student_1__Week_6_Journal_Entry,text,free_response,0.637066,0.766667,0.0,0.825,-0.129601,170.0,20.0,8.5,0.7352941176470589,0.0,12.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_7_Journal_Entry_7_1,_Student_1__Week_7_Journal_Entry_7_1,text,free_response,0.792187,0.85,0.40449,0.417895,-0.057813,169.0,12.0,14.083333333333334,0.6331360946745562,1.0,12.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_7_Journal_Entry_7_2,_Student_1__Week_7_Journal_Entry_7_2,text,free_response,0.391518,0.6,0.325837,0.526068,-0.208482,59.0,4.0,14.75,0.8813559322033898,0.0,4.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_7_Journal_Entry_7_3,_Student_1__Week_7_Journal_Entry_7_3,text,free_response,0.6352431999999998,0.75,0.6679633333333334,0.20209,-0.114757,98.0,6.0,16.333333333333332,0.7040816326530612,1.0,6.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_1,_Student_1__Week_7_Journal_Entry_7_4,_Student_1__Week_7_Journal_Entry_7_4,text,free_response,0.7817128333333332,0.8,0.3966266666666666,0.4732833333333334,-0.018287,162.0,9.0,18.0,0.6481481481481481,0.0,9.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Journal_Entry_1,_Student_2__Journal_Entry_1,text,free_response,0.706111,0.825,0.112177,0.793748,-0.118889,402.0,30.0,13.4,0.5298507462686567,1.0,24.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Journal_Entry_2,_Student_2__Journal_Entry_2,text,free_response,0.8745660333333334,0.9625,0.2555533333333333,0.6313266666666665,-0.087934,607.0,35.0,17.34285714285714,0.4925864909390445,1.0,28.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Journal_Entry_3,_Student_2__Journal_Entry_3,text,free_response,0.8643953333333331,0.816667,0.4175733333333333,0.4129999999999999,0.047728,650.0,45.0,14.444444444444445,0.48,0.0,44.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Pset_3,_Student_2__Pset_3,text,free_response,0.674795,0.975,0.330163,0.518731,-0.300205,2516.0,242.0,10.396694214876034,0.307631160572337,1.0,150.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_4_Journal_Entry,_Student_2__Week_4_Journal_Entry,text,free_response,0.8614197666666666,0.7575,0.4736733333333333,0.3647966666666667,0.10392,942.0,48.0,19.625,0.3492569002123142,1.0,41.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_6_Journal_Entry,_Student_2__Week_6_Journal_Entry,text,free_response,0.663368,0.833333,0.0,0.866667,-0.169965,264.0,18.0,14.666666666666666,0.6553030303030303,1.0,16.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_7_Journal_Entry_7_1,_Student_2__Week_7_Journal_Entry_7_1,text,free_response,0.797546,0.75,0.421857,0.435405,0.047546,157.0,12.0,13.083333333333334,0.8089171974522293,1.0,10.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_7_Journal_Entry_7_2,_Student_2__Week_7_Journal_Entry_7_2,text,free_response,0.328125,0.725,0.548517,0.276909,-0.396875,75.0,5.0,15.0,0.84,0.0,3.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_7_Journal_Entry_7_3,_Student_2__Week_7_Journal_Entry_7_3,text,free_response,0.7340280666666668,0.575,0.3586433333333333,0.50207,0.159028,25.0,5.0,5.0,0.92,0.0,2.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_2,_Student_2__Week_7_Journal_Entry_7_4,_Student_2__Week_7_Journal_Entry_7_4,text,free_response,0.8401041666666667,0.8,0.5929300000000001,0.2908799999999999,0.040104,87.0,6.0,14.5,0.8735632183908046,0.0,6.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Journal_Entry_1,_Student_3__Journal_Entry_1,text,free_response,0.735879,0.918254,0.32721,0.516814,-0.182375,262.0,17.0,15.411764705882351,0.6526717557251909,0.0,12.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Journal_Entry_2,_Student_3__Journal_Entry_2,text,free_response,0.7595488666666667,0.89375,0.2680499999999999,0.6279166666666666,-0.134201,625.0,48.0,13.020833333333334,0.3536,1.0,35.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Journal_Entry_3,_Student_3__Journal_Entry_3,text,free_response,0.6369212666666667,0.625,0.6677333333333333,0.1796366666666666,0.011921,193.0,22.0,8.772727272727273,0.4611398963730569,0.0,14.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Pset_3,_Student_3__Pset_3,text,free_response,0.266701,0.0625,0.493227,0.345598,0.204201,80.0,7.0,11.428571428571429,0.7875,0.0,3.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_4_Journal_Entry4,_Student_3__Week_4_Journal_Entry4,text,free_response,0.5120602,0.395,0.364,0.4432766666666667,0.11706,134.0,11.0,12.181818181818182,0.6417910447761194,0.0,10.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_6_Journal_Entry,_Student_3__Week_6_Journal_Entry,text,free_response,0.440857,0.341667,0.0,0.85,0.09919,209.0,17.0,12.294117647058824,0.5119617224880383,0.0,14.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_7_Journal_Entry_7_1,_Student_3__Week_7_Journal_Entry_7_1,text,free_response,0.838889,0.975,0.588103,0.249022,-0.136111,321.0,19.0,16.894736842105264,0.4890965732087227,1.0,17.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_7_Journal_Entry_7_2,_Student_3__Week_7_Journal_Entry_7_2,text,free_response,0.910417,0.725,0.360683,0.479632,0.185417,89.0,5.0,17.8,0.6292134831460674,0.0,5.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_7_Journal_Entry_7_3,_Student_3__Week_7_Journal_Entry_7_3,text,free_response,0.7499996999999999,1.0,0.0,0.9,-0.25,276.0,19.0,14.526315789473683,0.5434782608695652,1.0,11.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Student_3,_Student_3__Week_7_Journal_Entry_7_4,_Student_3__Week_7_Journal_Entry_7_4,text,free_response,0.8520834,0.95,0.5876433333333335,0.30817,-0.097917,357.0,14.0,25.5,0.4733893557422969,1.0,14.0,,,,,,not_applicable,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Interview_01,_Interviewee_1__MockInterview,_Interviewee_1__MockInterview,oral_video,mock_interview,0.4783,0.773333,0.6394633333333333,0.22966,-0.295033,,,,,,,,,,,,not_applicable,,,,,,38.330666666666666,5351.0,139.6010157228329,44.0,0.0082227621005419,8.0,1.0,4.0,8.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Interview_02,_Interviewee_2__MockInterview,_Interviewee_2__MockInterview,oral_video,mock_interview,0.5610185,0.746667,0.49498,0.2898899999999999,-0.185648,,,,,,,,,,,,not_applicable,,,,,,22.88533333333333,3411.0,149.04742484269403,79.0,0.0231603635297566,11.0,3.0,1.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Interview_03,_Interviewee_3__MockInterview,_Interviewee_3__MockInterview,oral_video,mock_interview,0.3719529333333333,0.58,0.57799,0.2731833333333333,-0.208047,,,,,,,,,,,,not_applicable,,,,,,22.992,3586.0,155.96729297146834,23.0,0.0064138315672058,22.0,2.0,3.0,0.0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
